location,total_stops,avg_dwell_hours,median_dwell_hours,pct_delayed,currently_stuck,category
BAKUL BAGAN (BHWP),4,21.3,20.071111111111108,25.0,0,Ignore
HassanTcHub_HSN Hassan,1,21.3,21.2825,0.0,0,Ignore
Rathore store NEW DELHI,1,21.3,21.261666666666667,0.0,0,Ignore
Kshitiz Tredars KANPUR,1,21.3,21.27638888888889,0.0,0,Ignore
Dada Connexion HOSHIARPUR,1,21.2,21.225277777777777,0.0,0,Ignore
BopalHub_AMD,1,21.2,21.223333333333333,0.0,0,Ignore
Ponda,6,21.2,10.559583333333332,16.7,1,Prioritize for Clearing
Chennai,233,21.1,12.060555555555556,36.9,15,Prioritize for Clearing
JYOTIPRAKASHSWAIN PURI,1,21.1,21.080555555555556,0.0,0,Ignore
Hazari store house CHINSURAH,1,21.1,21.064722222222223,0.0,0,Ignore
Rajat grocery shop BAREILLY,1,21.1,21.066666666666666,0.0,0,Ignore
FKL_hydpatan,17,21.0,0.004166666666666667,17.6,2,Prioritize for Clearing
Chandra Mahesh kirana store NOIDA,1,21.0,21.020555555555557,0.0,0,Ignore
"Kozhikode, KERALA, IN",5,21.0,11.785,40.0,0,Ignore
PENUKONDA,2,21.0,20.975,0.0,0,Ignore
"Kasargod, KERALA, IN",2,20.9,20.852500000000003,50.0,0,Ignore
Shivam store NEW DELHI,2,20.9,20.90152777777778,0.0,0,Ignore
Shilpa Home PATHANAMTHITTA,1,20.9,20.88861111111111,0.0,0,Ignore
Shasi Kant Store NEW DELHI,1,20.9,20.869444444444444,0.0,0,Ignore
Naval Premlal Patil Kalyan,1,20.9,20.945,0.0,0,Ignore
Satyanarayana store JAIPUR,1,20.9,20.870555555555555,0.0,0,Ignore
HawamahalHub_JAI,2,20.9,20.900833333333335,50.0,0,Ignore
"Gudha Gorji, GUDHA GORJI, RAJASTHAN",1,20.8,20.835,0.0,1,Ignore
Gaulapar,1,20.8,20.80027777777778,0.0,0,Ignore
Kamalapati Kumbhar provision store JHARSUGUDA,2,20.8,20.795972222222222,0.0,0,Ignore
"NAGARKURNOOL, TELANGANA, IN",1,20.8,20.822222222222223,0.0,0,Ignore
MANJUNATH_HOME_KIRANA RAICHUR,1,20.8,20.765,0.0,0,Ignore
BABA STORE NEW DELHI,1,20.8,20.817777777777778,0.0,0,Ignore
Pushpak store MUMBAI,1,20.7,20.72388888888889,0.0,0,Ignore
MUJEEB(HOME) KOZHIKODE,2,20.7,20.704444444444444,0.0,0,Ignore
"NILAMEL, Nilamel, KERALA",1,20.7,20.700555555555557,0.0,1,Ignore
Rudayagiri,2,20.7,20.680972222222223,50.0,0,Ignore
Danish shaikh MUMBAI,1,20.6,20.63111111111111,0.0,0,Ignore
Kshipra,1,20.6,20.55638888888889,0.0,1,Ignore
"Hansdiha1, Hansdiha, JHARKHAND",2,20.6,20.570694444444445,0.0,0,Ignore
Kaisarganj,2,20.6,20.62194444444444,50.0,0,Ignore
Aarohi Departmental Store GURGAON,1,20.6,20.62638888888889,0.0,0,Ignore
BABLI STORE NEW DELHI,1,20.6,20.616666666666667,0.0,0,Ignore
Vansh Enterprise JAMNAGAR,1,20.6,20.579722222222223,0.0,0,Ignore
Umaria,6,20.5,21.605694444444445,33.3,0,Ignore
NEW ASHOK FOOTWEAR SURAT,1,20.5,20.5275,0.0,0,Ignore
SUMAN HOME PATHANKOT,1,20.5,20.546666666666667,0.0,0,Ignore
Kherwara,2,20.5,20.469305555555557,50.0,0,Ignore
S. k Gupta Refrigeration & maneesh GAUTAM BUDDHA NAGAR,1,20.5,20.50722222222222,0.0,0,Ignore
Kamalpreet Kirana HOSHIARPUR,1,20.5,20.454444444444444,0.0,0,Ignore
ChaderghatHub_HYD,2,20.5,20.46805555555556,50.0,1,Ignore
"Sardarshahar, Sardarshahar, RAJASTHAN",4,20.4,21.114166666666666,25.0,1,Ignore
Kakinada,18,20.4,8.769166666666667,22.2,0,Ignore
BHIWADI - BHD,170,20.4,16.90833333333333,34.7,0,Ignore
Mohla,3,20.4,25.694166666666668,66.7,0,Ignore
Devi store dlf GURGAON,4,20.4,19.626666666666665,25.0,0,Ignore
Kashmir kaur JALANDHAR,1,20.4,20.42388888888889,0.0,0,Ignore
SalebhataODH_BLG,1,20.4,20.38861111111111,0.0,0,Ignore
"Pinarayi, Pinarayi, KERALA",1,20.4,20.41611111111111,0.0,1,Ignore
BAREJA SERVICE CENTRE,584,20.4,9.933333333333334,32.0,0,Ignore
Rishabh kirana shop NEW DELHI,3,20.4,19.7225,0.0,0,Ignore
"Rahata, Rahata, MAHARASHTRA",1,20.3,20.290555555555557,0.0,1,Ignore
HYD HUB AT AVIATION,1,20.3,20.333333333333332,0.0,0,Ignore
Rewari Stn,3,20.3,6.768888888888889,33.3,1,Ignore
PATNA GROUND HUB,4,20.3,20.45,0.0,0,Ignore
"Hooghly, WEST BENGAL, IN",1,20.2,20.218333333333334,0.0,0,Ignore
MAYUR VIHAR,949,20.2,9.116666666666667,8.1,1,Prioritize for Clearing
Manoj Kumar pal DEHRADUN,1,20.2,20.150833333333335,0.0,0,Ignore
Tulsi Ram Teli GIRWA,1,20.1,20.06972222222222,0.0,0,Ignore
MZ Art Asif GHAZIABAD,1,20.1,20.11611111111111,0.0,0,Ignore
BELAPUR,1314,20.1,6.041666666666666,38.6,1,Prioritize for Clearing
Kaithal,10,20.1,17.49041666666667,20.0,0,Ignore
Arvind store NEW DELHI,1,20.1,20.139166666666668,0.0,0,Ignore
KASHYAP HOME JETPUR,1,20.1,20.12361111111111,0.0,0,Ignore
Tanishka store GAUTAM BUDDHA NAGAR,1,20.1,20.060277777777777,0.0,0,Ignore
Tavar store NEW DELHI,1,20.1,20.050833333333333,0.0,0,Ignore
GOTA TEMP PUD,2,20.1,20.133333333333336,50.0,0,Ignore
Naga Lakshmi Bai MK stores GUNTUR,1,20.1,20.06388888888889,0.0,0,Ignore
KOCHI - KCI,7,20.1,9.183333333333334,42.9,0,Ignore
"Bhitarwar, Dabra, MADHYA PRADESH",1,20.0,20.00861111111111,0.0,1,Ignore
"Nagpur, MAHARASHTRA, IN",185,20.0,19.544166666666666,29.2,10,Prioritize for Clearing
Pratap jenral store GURGAON,1,20.0,20.03972222222222,0.0,0,Ignore
LBNagarHub_HYD,1,19.9,19.876944444444444,0.0,0,Ignore
"ULU/AMT-TML, HOWRAH, WEST BENGAL",3,19.9,19.280555555555555,0.0,0,Ignore
"RTO/CHD, BANGALORE, KARNATAKA",3,19.9,22.055,33.3,0,Ignore
"TINDIVANAM, TINDIVANAM, TAMIL NADU",1,19.9,19.895833333333332,0.0,0,Ignore
BALIRAJ AND SONS DEHRADUN,1,19.9,19.945555555555554,0.0,0,Ignore
CHETAN MORE ENTERPRISES KHOPOLI,1,19.9,19.928055555555556,0.0,0,Ignore
Garia Hub Kolkata,8,19.9,8.398333333333333,12.5,0,Ignore
Raj Bhati kirana GREATER NOIDA,1,19.9,19.86138888888889,0.0,0,Ignore
"ATTILI, ATTILI, ANDHRA PRADESH",1,19.9,19.858055555555556,0.0,1,Ignore
Vikas auto repair RAIGARH,1,19.8,19.7925,0.0,0,Ignore
"Urga, Korba, CHHATTISGARH",2,19.8,19.752222222222223,0.0,0,Ignore
"Dhemaji, Dhemaji, ASSAM",2,19.8,19.78388888888889,0.0,0,Ignore
OKHLA,1462,19.8,11.083333333333334,34.0,0,Ignore
Vaka Vijaya Kumar Reddy master kirana KAKINADA,4,19.8,19.8125,0.0,0,Ignore
"Pollachi, Tamil Nadu, IN",4,19.8,15.23486111111111,50.0,0,Ignore
"Chika, Chika HR, HARYANA",5,19.8,17.031944444444445,40.0,2,Prioritize for Clearing
"Rasipuram, Namakkal, TAMIL NADU",5,19.8,22.51861111111111,40.0,0,Ignore
Surjeet store NEW DELHI,2,19.8,19.79888888888889,0.0,0,Ignore
Subaida home KALPETTA,1,19.7,19.703333333333333,0.0,0,Ignore
Nagpur,1004,19.7,6.501944444444445,24.7,24,Prioritize for Clearing
"Theni, Tamil Nadu, IN",1,19.7,19.686944444444446,0.0,1,Ignore
TenkasiHub_TVL,1,19.7,19.74277777777778,0.0,0,Ignore
Yadu online store RAIPUR,1,19.7,19.70722222222222,0.0,0,Ignore
GHATKOPAR,509,19.6,9.116666666666667,11.0,2,Prioritize for Clearing
V & S Store NEW DELHI,1,19.6,19.64777777777778,0.0,0,Ignore
FARIDABAD SERVICE CENTRE,1381,19.6,5.483333333333333,18.3,1,Prioritize for Clearing
Guru kripa dry cleaners NEW DELHI,1,19.6,19.626666666666665,0.0,0,Ignore
"DANDEPALLY, DANDEPALLY, TELANGANA",1,19.6,19.6225,0.0,1,Ignore
"Jadugora, JADUGORA, JHARKHAND",1,19.5,19.514444444444443,0.0,0,Ignore
BRAJABANDHU PRADHAN BALASORE,1,19.5,19.525833333333335,0.0,0,Ignore
AMRITSAR HUB,41,19.5,21.4,22.0,5,Prioritize for Clearing
"Khammam, Khammam, TELANGANA",27,19.5,3.5258333333333334,3.7,2,Prioritize for Clearing
"CHANGODAR GIDC, GUJARAT, IN",113,19.5,14.055833333333334,19.5,11,Prioritize for Clearing
Dixit games GONDAL,2,19.5,19.490833333333335,50.0,0,Ignore
AGARTALA HUB,72,19.5,17.566666666666666,5.6,0,Ignore
"Titilagarh, Titlagarh, ORISSA",2,19.5,19.512777777777778,0.0,0,Ignore
HARISH HOME MAVELIKARA,1,19.5,19.488888888888887,0.0,0,Ignore
Aggarwal Dairy GURGAON,1,19.4,19.4325,0.0,0,Ignore
KOTDWARA,2,19.4,19.398055555555555,50.0,0,Ignore
Amalapuram,10,19.4,12.778611111111111,10.0,2,Prioritize for Clearing
Dilshad store NEW DELHI,1,19.4,19.354444444444443,0.0,0,Ignore
Kishan store NEW DELHI,2,19.3,19.29736111111111,0.0,0,Ignore
Chandni store GURGAON,1,19.3,19.344722222222224,0.0,0,Ignore
"Nellyadi, Uppinangady, KARNATAKA",1,19.3,19.334722222222222,0.0,1,Ignore
Hanumanth HOME DHARWAD,1,19.3,19.314722222222223,0.0,0,Ignore
"KHAIRAGARH, CHHATTISGARH, IN",1,19.3,19.281388888888888,0.0,1,Ignore
KOOTHATTUKULAM,2,19.3,19.291666666666668,50.0,1,Ignore
SITICSMejaKhasODH_MJK Allahabad,1,19.3,19.25583333333333,0.0,0,Ignore
Tirupur Hub,4,19.3,2.5194444444444444,25.0,0,Ignore
IndirapuramHub_DEL,2,19.3,19.258194444444445,50.0,0,Ignore
Mehzabin Store MUMBAI,1,19.3,19.254722222222224,0.0,0,Ignore
Dass Kirana Store SRI GANGANAGAR,1,19.2,19.24,0.0,0,Ignore
"Chirayinkeezhu1, Chirayinkeezhu, KERALA",3,19.2,25.080555555555556,66.7,1,Ignore
VASM,4382,19.2,6.825,30.8,23,Prioritize for Clearing
Kamlesh shop NEW DELHI,1,19.2,19.183611111111112,0.0,0,Ignore
DAVE STORE AHMEDABAD,1,19.2,19.246944444444445,0.0,0,Ignore
"DARBHANGA, BIHAR, IN",3,19.2,20.273888888888887,0.0,0,Ignore
MR DEEPAK H ENTERPRISES PANVEL,1,19.2,19.166666666666668,0.0,0,Ignore
Guruvayoor,16,19.2,9.07263888888889,18.8,1,Prioritize for Clearing
Mohan Store GURGAON,1,19.2,19.17972222222222,0.0,0,Ignore
PRIYANKA STORE NEW DELHI,1,19.2,19.189166666666665,0.0,0,Ignore
Parwanoo,2,19.2,19.175,50.0,0,Ignore
Tanishka store NEW DELHI,1,19.1,19.136111111111113,0.0,0,Ignore
Chikhli (ROMH),2,19.1,19.093750000000004,50.0,0,Ignore
MEERUT - MEE,2,19.1,19.05,0.0,0,Ignore
Gautam NEW DELHI,2,19.1,19.145555555555557,0.0,0,Ignore
"CHIKKAMAGALURU, KARNATAKA, IN",3,19.1,23.00861111111111,33.3,1,Ignore
HindupurHub_HDP,1,19.1,19.060833333333335,0.0,0,Ignore
Raj Kirana SHADNAGAR,2,19.0,19.008333333333333,0.0,0,Ignore
"TAORU, HARYANA, IN",511,19.0,12.474722222222223,22.7,25,Prioritize for Clearing
Pavan APSPQRS,1,19.0,19.018055555555556,0.0,0,Ignore
Dev Kumar kirana NEW DELHI,1,19.0,18.96472222222222,0.0,0,Ignore
"Sunder Nagar HP, Sunder Nagar, HIMACHAL PRADESH",2,19.0,19.010277777777777,50.0,1,Ignore
"MALA, MALA KL, KERALA",1,19.0,19.04083333333333,0.0,1,Ignore
Vicky kirana Store CHANDIGARH,1,19.0,18.998055555555556,0.0,0,Ignore
VARKALAHUB_VKL,1,18.9,18.916944444444443,0.0,0,Ignore
Tumkur Hub Tumkur,1,18.9,18.907222222222224,0.0,0,Ignore
Sanjay mobile NEW DELHI,1,18.9,18.884722222222223,0.0,0,Ignore
KhanapurHub_IXG,1,18.9,18.856666666666666,0.0,0,Ignore
Reeshu kirana store CHANDIGARH,1,18.9,18.886388888888888,0.0,0,Ignore
Basanti,2,18.9,18.938472222222224,50.0,0,Ignore
CABTBerhampurODH_BMP Berhampur,3,18.9,17.404444444444444,33.3,0,Ignore
"Giridih, GIRIDIH, JHARKHAND",5,18.8,-4.227222222222222,20.0,4,Prioritize for Clearing
ASHIFA A KANNUR,1,18.8,18.786944444444444,0.0,0,Ignore
"DEL/LH1, Gurgaon, HARYANA",12096,18.8,11.870972222222221,27.1,990,Prioritize for Clearing
Nohira stores TIRUPATI,1,18.8,18.783333333333335,0.0,0,Ignore
Nobpe telecom VADODARA,1,18.8,18.788611111111113,0.0,0,Ignore
Eamandhi Padma Sri Master Kirana Store KAKINADA,1,18.8,18.753055555555555,0.0,0,Ignore
"Bhubaneshwar, Odisha, IN",30,18.8,15.166666666666668,16.7,0,Ignore
JSR STORE KANNUR,1,18.8,18.837222222222223,0.0,0,Ignore
"Adirampattinam, ADIRAMAPATTINAM, TAMIL NADU",1,18.8,18.7925,0.0,0,Ignore
Tarun store ZIRAKPUR,2,18.7,18.716388888888886,50.0,0,Ignore
Paota,2,18.6,18.633472222222224,50.0,0,Ignore
Arun enterprises THANE,1,18.6,18.6275,0.0,0,Ignore
"Ongole/Hub, Ongole, ANDHRA PRADESH",36,18.6,13.06,8.3,2,Prioritize for Clearing
Playstore The digital hub THODUPUZHA,2,18.6,18.617083333333333,50.0,0,Ignore
JAMDOLI,2,18.6,18.579444444444444,0.0,0,Ignore
"Armoor, Armoor, TELANGANA",1,18.6,18.628333333333334,0.0,0,Ignore
"Brahmagiri, Brahmagiri, ORISSA",5,18.6,21.93,40.0,1,Prioritize for Clearing
Diksha kirana store GURGAON,1,18.6,18.599166666666665,0.0,0,Ignore
Patel general store LUCKNOW,1,18.5,18.503888888888888,0.0,0,Ignore
"THN/WGH, Thane, MAHARASHTRA",2,18.5,18.50375,0.0,0,Ignore
medak,2,18.5,18.49513888888889,50.0,0,Ignore
Manoj Kumar NEW DELHI,2,18.5,18.479305555555555,0.0,0,Ignore
NagaonHub_NGN,1,18.5,18.533055555555556,0.0,0,Ignore
Jaigaon,2,18.5,18.46986111111111,50.0,0,Ignore
EcityPhase2TempHub_BLR Bangalore,1,18.4,18.436666666666667,0.0,0,Ignore
CHSK,762,18.3,9.185277777777777,29.7,3,Prioritize for Clearing
GANDHIDHAM HUB,63,18.3,18.633333333333333,4.8,5,Prioritize for Clearing
RaipurCityHub_RPR,5,18.3,2.8916666666666666,40.0,0,Ignore
PenukondaMDH_PEN Penukonda,1,18.3,18.330555555555556,0.0,0,Ignore
Kotkhai,2,18.3,18.313333333333333,50.0,1,Ignore
Ankit Kumar GAUTAM BUDDHA NAGAR,1,18.3,18.268055555555556,0.0,0,Ignore
dhakuakhana,2,18.2,18.19013888888889,50.0,0,Ignore
ROTS,3,18.2,20.747222222222224,0.0,0,Ignore
"AMD/LH1, Ahmedabad, GUJARAT",1811,18.2,20.3775,33.9,93,Prioritize for Clearing
Kurunnappan HOME KOTTAYAM,1,18.2,18.235555555555557,0.0,0,Ignore
Anugrah Kujur Home JAMSHEDPUR,1,18.2,18.220277777777778,0.0,0,Ignore
Neeraj Food Point ROHTAK,1,18.2,18.17888888888889,0.0,0,Ignore
"Bijainagar, Bijainagar, RAJASTHAN",4373,18.2,19.380555555555556,4.9,75,Prioritize for Clearing
DEVESH GENERAL STORE NEW DELHI,1,18.2,18.191944444444445,0.0,0,Ignore
Mehra Enterprises KOTA,1,18.2,18.1975,0.0,0,Ignore
"JANGAREDDIGUDEM, ANDHRA PRADESH, IN",2,18.1,18.057916666666667,50.0,0,Ignore
Aaradhna nivash house RAJKOT,1,18.1,18.065,0.0,0,Ignore
THIRUTHURAIPOONDI,2,18.1,18.09166666666667,0.0,0,Ignore
RAMA ROAD,14,18.1,20.616666666666667,14.3,0,Ignore
Saleem General Store BAGALKOT,1,18.1,18.098055555555554,0.0,0,Ignore
COKH,826,18.0,17.63361111111111,17.3,32,Prioritize for Clearing
"Raigad, Maharashtra, IN",4,18.0,14.98125,50.0,1,Ignore
Kannauj,1,18.0,17.99138888888889,0.0,0,Ignore
Ajay hardware KANPUR,1,18.0,17.994722222222222,0.0,0,Ignore
FAR COD PROCESSING CENTRE,1287,18.0,13.883333333333333,28.2,0,Ignore
Nitin store NEW DELHI,1,18.0,18.024722222222223,0.0,0,Ignore
KUNAL ENTERPRISE PUNE,1,17.9,17.92527777777778,0.0,0,Ignore
MGMargHub_GGT,1,17.9,17.856944444444444,0.0,0,Ignore
Gogamukh,2,17.9,17.905416666666667,50.0,0,Ignore
"Mahabubabad, TELANGANA, IN",1,17.9,17.86888888888889,0.0,0,Ignore
Neha kirana Store GURGAON,1,17.9,17.893333333333334,0.0,0,Ignore
Ranjit kumar kirana BIHAR SHARIF,1,17.9,17.874444444444446,0.0,0,Ignore
D Bharati Reddy CHATRAPUR,2,17.8,17.81527777777778,0.0,0,Ignore
Girish store NEW DELHI,1,17.8,17.826666666666668,0.0,0,Ignore
SEEPZ SAKINAKA HUB,19,17.8,7.316666666666666,10.5,1,Prioritize for Clearing
RKTM,6432,17.8,6.483888888888889,21.6,6,Prioritize for Clearing
Gursharan singh dhillon GURDASPUR,2,17.8,17.778055555555557,0.0,0,Ignore
Shah Enterprises Goregaon MUMBAI,5,17.8,22.461111111111112,20.0,0,Ignore
PURBALOK,791,17.8,4.266666666666667,7.8,6,Prioritize for Clearing
Sibsagar,4,17.7,17.52263888888889,50.0,0,Ignore
"Paradeep, PARADEEP, ORISSA",1,17.7,17.689444444444444,0.0,0,Ignore
Pradeep kashyap kirana GAUTAM BUDDHA NAGAR,1,17.7,17.708055555555557,0.0,0,Ignore
"PCK/WDL, Delhi NCR, DELHI",1219,17.7,16.091944444444444,15.7,0,Ignore
SHARIF RAZA KANPUR,1,17.7,17.664166666666667,0.0,0,Ignore
"IGATPURI, MAHARASHTRA, IN",4,17.6,20.142222222222223,50.0,0,Ignore
BILASPUR MINI HUB (A,168,17.6,9.2,41.7,23,Prioritize for Clearing
RambaghHub_RMB,3,17.6,1.0141666666666667,33.3,0,Ignore
Adra,2,17.6,17.619027777777777,0.0,0,Ignore
Mokokchung,1,17.5,17.536666666666665,0.0,1,Ignore
ShamliHub_SHI,1,17.5,17.533055555555556,0.0,0,Ignore
"Gudur, Gudur, ANDHRA PRADESH",2,17.5,17.538333333333334,0.0,0,Ignore
Raju General store NEW DELHI,1,17.5,17.538055555555555,0.0,0,Ignore
"NBM/GHN, Navi Mumbai, MAHARASHTRA",2659,17.5,14.234722222222222,20.6,0,Ignore
Vasai Hub,3,17.5,19.3225,0.0,0,Ignore
DhuleHub_DHL,1,17.5,17.538333333333334,0.0,0,Ignore
"BHIWANDI, MAHARASHTRA, IN",1024,17.5,12.746805555555556,19.4,31,Prioritize for Clearing
Sonu Kumar GURGAON,1,17.4,17.392222222222223,0.0,0,Ignore
K.G.N general store NEW DELHI,2,17.4,17.425555555555555,0.0,0,Ignore
Akshay store NEW DELHI,1,17.4,17.368333333333332,0.0,0,Ignore
"PILKHUWA, UTTAR PRADESH, IN",3,17.4,17.600833333333334,33.3,0,Ignore
"Bhilwara, Rajasthan, IN",2,17.4,17.447222222222223,0.0,0,Ignore
Eagle Boys master VIJAYAWADA,3,17.4,20.559444444444445,0.0,0,Ignore
"GAU/LH1, Guwahati, ASSAM",525,17.4,13.786666666666667,15.0,25,Prioritize for Clearing
Abhinandan GURGAON,4,17.3,16.515694444444446,0.0,0,Ignore
Sanjeev Kumar NEW DELHI,3,17.3,20.093888888888888,0.0,0,Ignore
Surendra genral store LUCKNOW,1,17.3,17.321944444444444,0.0,0,Ignore
Super Auto  Garage and washing center KALAMB,1,17.3,17.269166666666667,0.0,0,Ignore
PalanpurHub_PLN,1,17.3,17.323611111111113,0.0,0,Ignore
ASLALI WAREHOUSE,5887,17.3,9.2,23.3,355,Prioritize for Clearing
Govindpur,4,17.2,16.79361111111111,50.0,0,Ignore
"Fatehabad HR, Fatehabad HR, HARYANA",210,17.2,11.164166666666667,8.1,1,Prioritize for Clearing
Sidhi master kirana KAKINADA,3,17.2,15.221666666666668,33.3,0,Ignore
NATIONAL HIGHWAY HUB,102,17.2,11.091666666666667,13.7,6,Prioritize for Clearing
ms stationary NEW DELHI,2,17.1,17.060555555555556,0.0,0,Ignore
AIR HUB IN SIW,324,17.1,15.041666666666668,10.8,23,Prioritize for Clearing
"Shilong, Meghalaya, IN",4,17.1,4.605138888888889,25.0,1,Ignore
"Indore, MADHYA PRADESH, IN",53,17.1,7.711944444444445,9.4,4,Prioritize for Clearing
"Kalladka, KALLADKA, KARNATAKA",1,17.1,17.083333333333332,0.0,0,Ignore
GUWAHATI HUB,1070,17.1,16.741666666666667,28.0,85,Prioritize for Clearing
"Radhanpur, Radhanpur, GUJARAT",2,17.1,17.070416666666667,0.0,1,Ignore
"MLR/HUB, Mangalore, KARNATAKA",66,17.1,15.902083333333334,6.1,1,Prioritize for Clearing
Hanuman Enterprises Master Kirana BANGALORE,1,17.1,17.130555555555556,0.0,0,Ignore
Gumti Hub,3,17.0,4.961111111111111,33.3,0,Ignore
"Dalkhola, DALKHOLA, WEST BENGAL",7,17.0,16.99,0.0,0,Ignore
Jagjeet Singh Begampur NEW DELHI,1,17.0,17.046388888888888,0.0,0,Ignore
suratgarh,6,17.0,10.625694444444445,33.3,2,Prioritize for Clearing
Aarush kirana atore SAHARANPUR,1,17.0,17.03472222222222,0.0,0,Ignore
TUSHAR D. ROKDE PANVEL,3,17.0,20.53472222222222,0.0,0,Ignore
MadpurHub_MDP,1,16.9,16.870833333333334,0.0,0,Ignore
Gupta Store NEW DELHI,1,16.9,16.89138888888889,0.0,0,Ignore
JEEDIMETLA CPU,2,16.9,16.866666666666667,50.0,0,Ignore
Sudhir Majanu Store NEW DELHI,1,16.9,16.921666666666667,0.0,0,Ignore
Bhajan ram PATIALA,1,16.9,16.908055555555556,0.0,0,Ignore
Sohal Traders AMRITSAR,2,16.9,16.910694444444445,0.0,0,Ignore
AURANGABAD MINI HUB,147,16.9,17.1,5.4,6,Prioritize for Clearing
Nandurbar,6,16.9,10.849583333333333,33.3,2,Prioritize for Clearing
JAGADHRI,7,16.9,20.3075,28.6,1,Prioritize for Clearing
Vidya kirana NEW DELHI,1,16.8,16.755277777777778,0.0,0,Ignore
"Supaul, SUPAUL, BIHAR",6,16.8,5.4719444444444445,16.7,2,Prioritize for Clearing
"Pandalam, PANDALAM, KERALA",4,16.8,15.39736111111111,25.0,1,Ignore
"DurgapurMH, Durgapur MH, MAHARASHTRA",1,16.8,16.82472222222222,0.0,0,Ignore
SHiV DHRUV STORE NEW DELHI,1,16.8,16.826666666666668,0.0,0,Ignore
WAZIRPUR,32,16.8,13.141666666666666,28.1,0,Ignore
"JBL/HUB, Jabalpur, MADHYA PRADESH",185,16.8,16.282777777777778,17.3,10,Prioritize for Clearing
OldFaridabadHub_DEL,1,16.8,16.836111111111112,0.0,0,Ignore
SANTACRUZ,19,16.7,11.283333333333333,31.6,0,Ignore
RAJKOT ETAIL CENTER,2322,16.7,11.15,38.9,10,Prioritize for Clearing
Chintalapudihub_CHN chintalapudi,1,16.7,16.718055555555555,0.0,0,Ignore
"Bahtpar Rani, Bahtpar Rani, UTTAR PRADESH",1,16.7,16.68027777777778,0.0,0,Ignore
"PCK/JA1, Jaipur, RAJASTHAN",25,16.7,16.705555555555556,16.0,0,Ignore
"Udaipur, RAJASTHAN, IN",1,16.7,16.73361111111111,0.0,1,Ignore
Shubham Maurya YAMUNANAGAR,1,16.7,16.658333333333335,0.0,0,Ignore
Firozabad Hub,1,16.7,16.743333333333332,0.0,0,Ignore
Kolarhub_BHO,1,16.6,16.621388888888887,0.0,0,Ignore
"Morbi, Gujrat, IN",2,16.6,16.608333333333334,50.0,0,Ignore
Paradip,4,16.6,15.181666666666665,25.0,0,Ignore
Surat,2882,16.6,8.17013888888889,18.7,96,Prioritize for Clearing
Geeta kirana shop NEW DELHI,4,16.6,14.40861111111111,25.0,0,Ignore
DELHI OFFSITE HUB,1713,16.6,16.5,27.1,90,Prioritize for Clearing
"Papum Pare, ARUNACHAL PRADESH, IN",1,16.6,16.5625,0.0,1,Ignore
Aleyamma HOME KOTTAYAM,1,16.6,16.63388888888889,0.0,0,Ignore
"NAMCHI, SIKKIM, IN",8,16.5,3.876666666666667,37.5,1,Prioritize for Clearing
"PCK/FBD, Delhi NCR, DELHI",367,16.5,16.388333333333332,3.3,0,Ignore
GOHPUR,2,16.5,16.46666666666667,0.0,0,Ignore
PANVEL HUB,133,16.5,9.883333333333333,19.5,5,Prioritize for Clearing
Kinwat,2,16.5,16.468888888888888,50.0,1,Ignore
Sonari,2,16.4,16.35875,50.0,0,Ignore
KUNAL TRADERS NEW DELHI,2,16.4,16.428333333333335,0.0,0,Ignore
JAGGI STORE NEW DELHI,1,16.4,16.35861111111111,0.0,0,Ignore
Sohan Singh general kirana NEW DELHI,2,16.4,16.37486111111111,0.0,0,Ignore
RawatbhataMDH_KTU Rawatbhata,1,16.4,16.416666666666668,0.0,0,Ignore
FARUKHNAGAR,80,16.3,6.449999999999999,22.5,9,Prioritize for Clearing
"ANCHARAKANDY, KERALA, IN",13,16.3,15.526111111111112,0.0,0,Ignore
"RKT/PC, Rajkot, GUJARAT",2823,16.3,16.2025,12.9,239,Prioritize for Clearing
"Makroniya MP, MAKRONIYA, MADHYA PRADESH",151,16.3,14.618611111111111,6.0,9,Prioritize for Clearing
Nimbahera S.O,5,16.3,10.669166666666667,20.0,2,Prioritize for Clearing
Pooja kirana Store GAUTAM BUDDHA NAGAR,2,16.3,16.264583333333334,0.0,0,Ignore
"Malumichampatti, Malumichampatti, TAMIL NADU",1,16.3,16.260833333333334,0.0,0,Ignore
Swati kirana store FATEHPUR,1,16.3,16.301666666666666,0.0,0,Ignore
"Ernakulam, Kerala, IN",7,16.2,16.593055555555555,14.3,1,Prioritize for Clearing
"Bhadravati, Karnataka, IN",6,16.2,3.264861111111111,33.3,0,Ignore
RIAR TAILOR NEW DELHI,1,16.2,16.176111111111112,0.0,0,Ignore
"DEL/APT, Delhi NCR, DELHI",95,16.2,11.416944444444445,27.4,2,Prioritize for Clearing
Shyam sunder NEW DELHI,3,16.2,20.89388888888889,0.0,0,Ignore
Ganesh general store GURGAON,1,16.2,16.20722222222222,0.0,0,Ignore
MedakMDH_MED Hyderabad,2,16.2,16.166805555555555,50.0,0,Ignore
"Thirupparankundram, Thiruparankundram, TAMIL NADU",2,16.1,16.058194444444446,0.0,0,Ignore
"Godda, Godda, JHARKHAND",4,16.1,17.97833333333333,0.0,0,Ignore
"VADAKKUVALLIYUR, TAMIL NADU, IN",4,16.1,16.03388888888889,0.0,0,Ignore
"Mandi, HIMACHAL PRADESH, IN",8,16.1,14.940138888888889,0.0,0,Ignore
"Bamanhat, Bamanhat, WEST BENGAL",1,16.1,16.125555555555554,0.0,0,Ignore
